drawingDate,externalId,numbers,headsTails,jackpotLevel,bonusFactor
2023-03-01T00:00:00Z,561,26 62 27 58 46 42 19 21 50 76 8 68 71 54 52 3 60 2 64 74,tails,regular,1
2023-03-01T00:03:00Z,562,57 79 4 35 48 31 64 16 80 29 54 52 73 68 23 71 59 3 65 72,tails,regular,2
2023-03-01T00:06:00Z,563,57 13 64 67 78 8 46 30 37 31 29 6 53 74 55 73 59 68 10 63,tails,regular,5
2023-03-01T00:09:00Z,564,67 14 24 69 38 44 55 29 52 68 56 48 61 62 79 77 8 49 25 6,tails,minor,3
2023-03-01T00:12:00Z,566,13 71 38 30 46 56 77 37 40 23 75 41 59 79 39 31 63 80 61 35,tails,minor,1
2023-03-01T00:15:00Z,567,15 3 36 21 58 67 9 60 37 71 24 29 80 11 14 28 41 46 53 12,heads,regular,1
2023-03-01T00:18:00Z,568,43 20 56 67 8 65 78 4 6 18 34 13 48 31 39 46 12 37 62 51,heads,regular,2
2023-03-01T00:21:00Z,569,79 13 78 25 29 67 18 45 46 19 7 54 23 75 16 20 73 74 1 11,heads,regular,1
2023-03-01T00:24:00Z,570,73 33 30 50 8 64 75 23 18 35 29 4 16 61 5 32 62 51 57 70,heads,regular,3
2023-03-01T00:27:00Z,571,53 5 44 34 42 51 45 43 74 70 66 20 36 57 63 68 27 52 31 23,tails,regular,3
2023-03-01T00:30:00Z,572,34 55 24 64 66 53 58 5 67 29 70 65 45 68 59 4 22 50 78 6,tails,regular,1
2023-03-01T00:33:00Z,573,42 25 33 16 3 9 27 61 65 28 2 37 8 11 60 5 73 54 12 51,heads,minor,4
2023-03-01T00:36:00Z,575,63 5 79 3 24 44 21 2 42 30 45 80 38 15 41 26 9 34 58 37,heads,regular,2
2023-03-01T00:39:00Z,576,77 4 61 48 9 47 73 67 50 40 74 8 27 63 45 70 57 80 53 41,tails,minor,1
2023-03-01T00:42:00Z,577,25 38 62 63 61 2 6 43 68 54 3 64 70 79 49 37 74 4 26 5,tails,regular,3
2023-03-01T00:45:00Z,578,3 11 74 37 63 21 14 53 34 67 62 46 55 78 79 51 73 45 54 7,tails,regular,10
2023-03-01T00:48:00Z,579,69 61 59 40 74 58 45 31 19 78 66 1 43 46 50 15 51 25 16 63,tails,minor,1
2023-03-01T00:51:00Z,580,59 62 67 21 75 38 42 18 69 40 30 26 80 23 70 78 34 57 2 31,evens,regular,1
2023-03-01T00:54:00Z,581,50 77 60 43 7 63 44 78 30 9 73 19 49 47 8 2 12 5 54 59,tails,regular,1
2023-03-01T00:57:00Z,582,58 59 6 36 4 33 34 48 14 23 74 71 54 1 44 21 75 12 9 52,heads,regular,1
2023-03-01T01:00:00Z,584,19 50 29 10 75 57 11 78 22 23 74 67 65 46 49 53 55 51 35 36,tails,regular,1
2023-03-01T01:03:00Z,585,75 5 11 66 17 19 58 45 9 41 39 28 26 13 21 38 10 55 71 59,heads,minor,1
2023-03-01T01:06:00Z,586,57 66 31 25 52 17 39 51 32 34 45 75 15 4 44 67 35 50 53 16,evens,minor,1
2023-03-01T01:09:00Z,587,46 65 40 21 19 36 15 47 42 72 63 74 68 28 45 53 13 75 51 9,tails,regular,2
2023-03-01T01:12:00Z,588,61 24 3 52 39 72 11 26 23 7 9 31 4 63 37 32 14 6 51 48,heads,minor,1
2023-03-01T01:15:00Z,589,46 9 42 64 73 51 19 48 75 76 38 63 68 17 57 8 49 43 80 14,tails,minor,2
2023-03-01T01:18:00Z,590,77 2 65 28 38 76 33 19 63 53 25 27 79 75 11 32 54 24 13 37,heads,regular,1
2023-03-01T01:21:00Z,591,47 75 68 1 65 29 74 41 52 61 59 58 62 12 31 36 72 6 50 53,tails,minor,2
2023-03-01T01:24:00Z,593,24 36 3 29 62 59 57 75 79 67 78 26 25 35 73 63 50 66 40 46,tails,regular,3
2023-03-01T01:27:00Z,594,45 2 43 65 16 53 42 80 71 64 59 19 30 74 51 34 78 36 66 1,tails,regular,1
2023-03-01T01:30:00Z,595,22 46 42 66 14 41 5 9 35 32 19 34 27 58 61 3 65 71 25 55,heads,minor,1
2023-03-01T01:33:00Z,596,59 38 78 42 14 43 62 46 61 76 56 10 1 20 23 40 49 6 3 79,tails,major,2
2023-03-01T01:36:00Z,597,25 21 7 57 62 55 22 14 58 47 60 35 76 6 59 9 4 8 68 50,evens,major,1
2023-03-01T01:39:00Z,598,61 34 17 64 2 20 78 57 56 29 1 22 10 65 32 75 24 37 3 62,heads,regular,2
2023-03-01T01:42:00Z,599,38 4 66 14 50 72 25 48 58 64 2 75 7 63 36 33 24 71 57 19,evens,minor,3
2023-03-01T01:45:00Z,600,67 43 35 14 46 36 41 32 9 12 56 16 13 20 39 79 45 8 6 19,heads,regular,1
2023-03-01T01:48:00Z,602,12 42 24 55 39 47 65 25 36 71 72 70 64 63 60 43 4 20 34 62,tails,regular,1
2023-03-01T01:51:00Z,603,18 71 56 31 10 32 11 29 40 75 66 76 35 6 53 63 30 20 5 65,heads,regular,1
2023-03-01T01:54:00Z,604,72 21 57 46 7 34 59 23 33 29 11 70 58 45 53 49 71 35 37 27,evens,regular,1
2023-03-01T01:57:00Z,605,67 41 69 54 18 26 14 51 21 35 15 39 6 53 78 76 30 5 29 65,heads,regular,1
2023-03-01T02:00:00Z,606,1 24 49 64 61 62 70 78 56 17 48 31 71 29 34 12 76 20 25 79,tails,minor,1
2023-03-01T02:03:00Z,607,79 29 55 74 52 42 37 38 63 11 53 12 71 7 45 28 40 77 48 17,tails,regular,2
