drawingDate,externalId,numbers,headsTails,jackpotLevel,bonusFactor
2025-11-01T00:01:00Z,129,77 59 64 45 1 32 48 76 29 80 36 56 79 70 27 41 39 23 34 78,tails,minor,1
2025-11-01T00:03:40Z,130,53 22 16 48 26 9 68 71 15 45 66 40 54 35 49 32 24 74 21 27,heads,regular,2
2025-11-01T00:06:20Z,131,70 11 45 29 38 28 14 33 26 41 80 71 34 6 63 59 65 21 67 19,heads,regular,1
2025-11-01T00:09:00Z,132,9 60 29 51 72 53 16 55 59 28 46 63 52 31 68 41 75 38 61 54,tails,minor,2
2025-11-01T00:11:40Z,133,18 74 49 43 66 6 77 69 16 58 3 14 79 7 70 12 56 59 21 29,tails,minor,3
2025-11-01T00:14:20Z,134,65 49 7 43 44 50 26 80 32 56 76 57 21 74 27 19 51 45 3 16,tails,regular,3
2025-11-01T00:17:00Z,135,38 65 67 20 28 7 29 80 75 16 74 51 73 45 50 76 35 18 10 49,tails,regular,2
2025-11-01T00:19:40Z,136,36 56 78 10 66 79 4 27 3 65 69 14 35 55 72 30 38 62 41 74,tails,major,1
2025-11-01T00:22:20Z,137,79 21 27 4 1 66 55 70 34 2 8 67 37 16 6 41 33 31 54 65,heads,regular,1
2025-11-01T00:25:00Z,138,68 14 49 20 18 79 67 65 62 26 44 43 29 54 11 30 66 51 58 55,tails,regular,1
2025-11-01T00:27:40Z,139,24 65 29 57 19 61 4 31 51 40 48 64 80 37 35 69 8 75 50 11,evens,regular,1
2025-11-01T00:30:20Z,140,23 33 47 74 73 21 75 18 79 59 25 36 35 14 16 15 4 19 1 2,heads,regular,1
2025-11-01T00:33:00Z,141,57 51 38 63 53 24 49 11 20 78 33 76 75 79 10 62 18 12 7 34,evens,minor,3
2025-11-01T00:35:40Z,142,35 59 36 28 68 71 42 70 29 72 50 44 61 79 33 1 66 41 24 16,tails,regular,1
2025-11-01T00:38:20Z,143,69 20 13 34 56 33 79 65 9 30 18 12 63 64 25 51 40 54 62 17,heads,minor,2
2025-11-01T00:41:00Z,144,75 43 2 32 56 72 73 47 80 15 79 11 39 26 64 10 50 57 48 35,tails,major,1
2025-11-01T00:43:40Z,145,20 39 53 46 47 43 12 34 70 69 22 56 72 6 1 25 3 66 44 23,evens,minor,1
2025-11-01T00:46:20Z,146,34 32 74 8 60 72 29 64 35 59 21 30 77 37 15 48 24 71 18 41,heads,regular,2
2025-11-01T00:49:00Z,147,55 60 9 19 31 53 76 15 68 25 32 10 24 33 67 50 49 74 8 77,evens,minor,1
2025-11-01T00:51:40Z,148,48 8 26 73 43 69 78 63 1 56 64 31 29 47 32 70 53 42 4 22,tails,regular,3
2025-11-01T00:54:20Z,149,79 72 13 10 15 54 8 59 32 33 34 78 31 30 36 14 26 16 3 44,heads,regular,2
2025-11-01T00:57:00Z,150,19 68 38 43 63 21 51 46 79 34 29 12 35 3 9 72 40 66 25 4,heads,regular,3
2025-11-01T00:59:40Z,151,3 75 23 47 73 30 11 46 55 50 51 35 22 10 59 37 2 32 40 52,heads,regular,2
2025-11-01T01:02:20Z,152,12 16 20 15 34 24 4 6 72 30 17 80 41 67 62 31 7 40 65 78,heads,minor,10
2025-11-01T01:05:00Z,153,4 19 53 34 29 60 26 45 18 75 25 43 76 21 39 44 31 11 56 9,heads,minor,1
2025-11-01T01:07:40Z,154,32 19 76 8 6 57 34 15 63 53 4 44 5 73 71 10 27 56 51 28,heads,regular,1
2025-11-01T01:10:20Z,155,54 71 36 69 53 74 8 78 51 64 25 15 22 55 18 79 37 65 77 31,tails,minor,3
2025-11-01T01:13:00Z,156,14 46 11 25 38 10 21 80 41 44 8 55 45 59 64 74 51 33 76 13,tails,minor,1
2025-11-01T01:15:40Z,157,34 39 50 36 12 59 7 16 22 46 33 70 5 63 61 32 31 17 75 3,heads,regular,1
2025-11-01T01:18:20Z,158,74 21 1 73 67 45 8 46 52 36 37 19 77 68 12 40 31 51 32 5,heads,regular,2
2025-11-01T01:21:00Z,159,60 28 58 40 36 34 61 51 57 67 44 2 64 49 26 63 52 18 78 21,tails,regular,1
2025-11-01T01:23:40Z,160,72 37 55 68 2 57 32 79 16 65 4 42 29 30 58 22 28 14 12 54,heads,regular,2
2025-11-01T01:26:20Z,161,1 79 70 68 67 25 54 5 60 3 49 19 69 44 53 4 41 18 65 38,tails,minor,1
2025-11-01T01:29:00Z,162,49 41 78 80 4 69 57 48 29 74 12 26 36 11 18 37 63 73 50 33,tails,regular,1
2025-11-01T01:31:40Z,163,4 8 22 78 34 80 49 77 20 76 23 73 1 19 15 5 64 10 38 74,heads,regular,3
2025-11-01T01:34:20Z,164,57 34 66 48 6 33 15 17 76 52 62 42 46 26 41 68 11 29 38 40,evens,regular,1
2025-11-01T01:37:00Z,165,42 28 53 10 30 12 39 54 37 15 4 76 66 34 3 57 69 25 60 23,heads,regular,1
2025-11-01T01:39:40Z,166,22 20 54 16 56 26 13 33 68 79 24 39 3 46 61 69 5 18 43 12,heads,regular,3
2025-11-01T01:42:20Z,167,71 52 16 30 50 56 53 12 73 14 70 51 29 33 42 60 74 37 15 61,tails,regular,1
2025-11-01T01:45:00Z,168,23 15 22 66 4 79 75 44 61 14 27 64 8 49 51 34 2 59 52 13,evens,regular,1
2025-11-01T01:47:40Z,169,53 32 27 24 59 25 57 72 58 18 75 62 48 66 80 65 76 61 4 79,tails,regular,1
2025-11-01T01:50:20Z,170,55 75 25 69 40 8 16 49 54 6 5 29 26 38 20 12 51 32 15 18,heads,minor,1
2025-11-01T01:53:00Z,171,26 69 18 70 10 41 59 12 15 40 29 49 19 30 64 50 16 17 73 25,heads,regular,1
2025-11-01T01:55:40Z,172,33 37 62 3 55 50 44 20 78 69 15 23 8 6 63 64 14 26 18 68,heads,regular,3
2025-11-01T01:58:20Z,173,12 29 58 37 76 48 16 13 73 4 6 5 59 27 69 31 41 77 50 72,evens,regular,2
2025-11-01T02:01:00Z,174,16 32 4 12 26 35 45 13 31 75 65 48 70 37 29 15 43 69 72 73,heads,regular,2
2025-11-01T02:03:40Z,175,31 5 28 54 66 7 79 67 13 11 63 51 43 18 9 78 21 14 80 19,heads,regular,3
2025-11-01T02:06:20Z,176,78 10 39 76 38 11 14 23 29 20 49 79 13 63 3 5 48 45 22 60,heads,major,1
2025-11-01T02:09:00Z,177,51 18 1 32 77 34 24 25 40 41 52 70 14 56 57 19 29 30 53 76,heads,regular,3
2025-11-01T02:11:40Z,178,67 33 63 40 42 61 29 12 14 3 58 74 16 60 64 57 10 76 66 22,tails,regular,3
2025-11-01T02:14:20Z,179,57 71 30 31 80 44 50 3 2 7 32 70 75 60 34 58 47 24 73 18,tails,regular,1
2025-11-01T02:17:00Z,180,7 36 50 48 31 38 4 1 16 59 9 79 2 18 41 47 42 29 11 55,heads,regular,1
2025-11-01T02:19:40Z,181,29 2 14 42 15 7 56 17 41 4 18 77 55 13 76 24 11 54 8 23,heads,regular,3
2025-11-01T02:22:20Z,182,73 32 53 38 37 44 67 6 34 71 1 10 64 80 39 54 9 77 21 7,heads,regular,2
2025-11-01T02:25:00Z,183,8 18 25 63 65 28 73 70 75 27 52 53 72 51 56 21 36 33 15 24,evens,minor,2
2025-11-01T02:27:40Z,184,22 44 5 42 58 43 53 30 76 32 10 70 34 19 80 62 13 15 17 46,evens,regular,2
2025-11-01T02:30:20Z,185,49 23 9 28 72 26 18 29 43 61 33 41 50 14 35 12 27 21 24 4,heads,minor,3
2025-11-01T02:33:00Z,186,75 47 13 49 52 51 37 1 28 4 39 5 50 53 54 46 6 14 8 44,evens,minor,1
2025-11-01T02:35:40Z,187,67 74 53 34 37 51 80 22 69 44 54 72 77 19 33 14 30 41 25 62,tails,minor,3
2025-11-01T02:38:20Z,188,71 37 41 8 26 9 3 20 17 72 66 47 58 28 15 69 36 42 70 46,evens,minor,2
2025-11-01T02:41:00Z,189,12 25 18 31 42 19 10 44 2 43 41 73 57 39 72 34 14 13 47 24,heads,regular,3
2025-11-01T02:43:40Z,190,50 77 8 5 27 69 17 1 28 65 13 51 31 10 59 21 6 67 32 24,heads,minor,2
2025-11-01T02:46:20Z,191,7 67 51 47 74 61 71 52 79 1 25 53 64 54 16 23 28 63 43 37,tails,minor,3
2025-11-01T02:49:00Z,192,55 56 35 64 74 75 13 70 7 27 16 26 50 31 12 67 69 11 61 21,evens,regular,2
2025-11-01T02:51:40Z,193,64 30 39 13 72 6 77 20 2 78 11 67 8 63 18 40 24 65 10 19,heads,regular,3
2025-11-01T02:54:20Z,194,4 69 44 25 75 38 74 22 18 24 67 60 46 68 29 27 52 53 57 30,tails,regular,2
2025-11-01T02:57:00Z,195,37 34 13 69 39 76 53 12 8 46 50 74 60 48 17 51 65 21 61 6,tails,regular,2
2025-11-01T02:59:40Z,196,25 76 41 62 35 61 77 7 39 28 22 75 27 49 73 31 69 63 79 40,tails,minor,2
2025-11-01T03:02:20Z,197,32 13 74 51 54 42 61 49 75 22 28 11 12 50 24 60 27 72 73 7,tails,regular,1
2025-11-01T03:05:00Z,198,47 79 60 34 8 41 66 40 18 45 27 11 58 52 9 43 76 50 31 62,tails,regular,3
2025-11-01T03:07:40Z,199,77 5 63 35 75 56 80 47 40 46 69 62 23 79 29 39 10 14 66 25,tails,minor,2
2025-11-01T03:10:20Z,200,28 42 69 71 55 29 44 19 62 49 56 25 31 30 34 41 73 79 39 47,tails,regular,1
2025-11-01T03:13:00Z,201,16 38 37 52 6 50 61 64 10 4 79 19 74 53 40 58 66 30 72 28,evens,regular,3
2025-11-01T03:15:40Z,202,51 4 67 68 21 45 38 15 50 14 3 26 60 46 49 36 31 75 55 77,tails,regular,1
2025-11-01T03:18:20Z,203,65 3 70 45 61 50 47 77 30 46 53 80 78 76 51 2 73 57 72 54,tails,regular,1
2025-11-01T03:21:00Z,204,58 30 40 78 17 63 18 74 44 14 53 49 37 70 22 23 5 45 67 72,tails,regular,1
2025-11-01T03:23:40Z,205,38 5 77 6 27 75 76 43 36 64 40 46 44 74 51 68 32 73 42 21,tails,regular,1
2025-11-01T03:26:20Z,206,52 24 63 57 42 79 28 37 74 10 53 59 39 25 33 80 34 41 27 68,tails,regular,1
2025-11-01T03:29:00Z,207,62 37 79 23 30 42 77 9 52 61 50 3 20 5 67 22 40 64 53 12,evens,minor,1
2025-11-01T03:31:40Z,208,33 28 12 40 13 74 57 63 38 19 55 73 27 23 14 68 64 5 60 36,heads,minor,1
2025-11-01T03:34:20Z,209,42 52 62 23 1 4 27 43 24 68 48 22 38 41 65 53 18 39 47 56,tails,regular,1
2025-11-01T03:37:00Z,210,69 45 9 60 54 20 19 8 74 39 53 44 75 26 49 61 23 38 58 6,tails,major,4
2025-11-01T03:39:40Z,211,45 80 7 33 64 28 48 41 34 65 53 12 63 77 23 61 59 32 79 52,tails,major,1
2025-11-01T03:42:20Z,212,33 47 4 70 11 24 7 66 49 73 34 9 39 29 78 22 52 51 44 10,heads,regular,2
2025-11-01T03:45:00Z,213,48 40 62 56 73 21 79 19 2 76 74 43 36 75 11 41 27 49 29 42,tails,regular,1
2025-11-01T03:47:40Z,214,21 15 75 46 69 27 49 50 39 20 76 58 30 52 67 22 53 23 44 45,tails,regular,3
2025-11-01T03:50:20Z,215,73 49 24 65 11 5 55 18 43 35 4 39 58 72 50 77 61 47 9 28,tails,minor,10
2025-11-01T03:53:00Z,216,26 34 29 50 57 25 76 52 65 28 13 30 8 1 7 72 64 6 46 70,heads,regular,1
2025-11-01T03:55:40Z,217,72 61 30 50 34 33 19 68 38 9 73 62 64 67 56 46 8 22 36 53,tails,regular,1
2025-11-01T03:58:20Z,218,32 78 8 72 12 30 24 70 64 15 16 61 23 65 20 18 4 28 11 66,heads,regular,1
2025-11-01T04:01:00Z,219,1 9 70 27 75 51 2 13 24 53 39 66 63 45 6 61 3 20 40 62,heads,minor,1
2025-11-01T04:03:40Z,220,58 8 26 51 79 67 55 6 35 41 65 16 37 75 68 28 56 39 1 80,tails,regular,3
2025-11-01T04:06:20Z,221,57 33 47 2 4 64 17 71 23 40 42 73 56 27 11 69 67 54 12 75,tails,minor,2
2025-11-01T04:09:00Z,222,1 10 9 72 73 15 26 34 3 33 59 52 47 8 14 78 64 51 68 35,heads,regular,2
2025-11-01T04:11:40Z,223,5 52 56 15 9 77 11 72 21 13 17 78 7 49 3 20 65 1 80 12,heads,regular,2
2025-11-01T04:14:20Z,224,37 75 53 78 13 54 47 8 23 51 39 49 33 64 48 35 27 55 22 52,tails,regular,3
2025-11-01T04:17:00Z,225,32 30 36 25 37 65 63 64 7 21 26 69 34 16 41 56 43 39 74 68,heads,regular,2
2025-11-01T04:19:40Z,226,76 20 34 8 42 75 19 18 48 57 46 22 49 29 47 56 41 16 26 74,tails,regular,2
2025-11-01T04:22:20Z,227,57 71 7 52 31 54 77 32 30 19 17 53 67 10 48 9 60 58 1 39,evens,regular,1
2025-11-01T04:25:00Z,228,72 13 16 3 42 21 44 26 69 10 58 4 70 68 60 17 18 24 9 33,heads,regular,1
2025-11-01T04:27:40Z,229,44 51 39 25 11 13 50 7 36 24 78 43 31 9 66 59 33 60 45 77,evens,regular,2
2025-11-01T04:30:20Z,230,3 37 52 22 28 4 8 11 23 29 75 55 64 79 62 73 66 36 7 40,heads,regular,3
2025-11-01T04:33:00Z,231,34 13 68 66 6 44 8 57 27 45 79 7 10 31 65 5 24 50 28 48,heads,regular,1
2025-11-01T04:35:40Z,232,73 35 33 32 42 31 69 59 24 36 1 63 10 37 77 71 76 30 74 47,evens,regular,3
2025-11-01T04:38:20Z,233,41 34 57 54 51 37 33 48 36 23 62 2 18 35 77 7 38 17 42 1,heads,regular,1
2025-11-01T04:41:00Z,234,15 50 17 58 11 71 72 39 62 65 34 4 26 31 1 74 40 48 53 12,heads,regular,1
2025-11-01T04:43:40Z,235,61 14 38 18 55 65 32 68 1 35 60 62 53 36 56 44 10 71 20 9,evens,minor,1
2025-11-01T04:46:20Z,236,63 51 56 33 32 72 12 10 18 60 53 41 1 48 34 75 71 55 69 6,tails,regular,2
2025-11-01T04:49:00Z,237,72 16 74 35 10 13 76 68 19 26 11 9 20 37 28 79 25 6 14 50,heads,minor,5
2025-11-01T04:51:40Z,238,65 27 53 67 51 42 33 48 55 21 72 14 45 22 13 78 23 39 62 1,tails,regular,1
2025-11-01T04:54:20Z,239,18 22 28 80 34 5 31 60 66 61 7 73 52 57 6 71 74 8 67 51,tails,minor,2
