drawingDate,externalId,numbers,headsTails,jackpotLevel,bonusFactor
2023-02-01T00:00:00Z,426,3 61 58 37 42 16 66 49 28 20 41 74 78 35 10 29 23 31 27 44,heads,minor,4
2023-02-01T00:03:00Z,427,34 3 21 56 2 17 14 57 63 69 13 52 72 47 50 19 39 46 41 16,evens,regular,2
2023-02-01T00:06:00Z,428,38 56 49 10 20 77 53 32 21 47 48 11 40 12 39 62 50 69 14 57,evens,minor,10
2023-02-01T00:09:00Z,429,12 55 22 56 33 17 37 30 9 47 29 42 13 58 3 80 28 26 52 49,heads,regular,1
2023-02-01T00:12:00Z,431,12 71 8 13 56 72 19 69 10 33 43 25 76 36 63 68 6 31 38 22,heads,regular,2
2023-02-01T00:15:00Z,432,73 74 36 50 39 5 12 57 68 28 9 55 33 22 30 18 1 42 56 14,heads,major,1
2023-02-01T00:18:00Z,433,2 51 24 12 29 1 31 16 23 73 79 42 7 39 78 57 80 21 70 58,heads,minor,1
2023-02-01T00:21:00Z,434,65 47 35 73 5 51 16 76 62 2 6 20 64 26 50 78 42 63 25 24,tails,major,4
2023-02-01T00:24:00Z,435,77 70 67 42 52 27 71 41 58 73 21 32 36 37 8 74 47 75 26 28,tails,regular,1
2023-02-01T00:27:00Z,436,41 74 18 62 16 79 44 56 49 7 12 75 5 67 76 25 46 33 24 13,tails,regular,2
2023-02-01T00:30:00Z,437,73 70 34 19 29 59 41 5 40 30 21 27 32 72 49 28 35 9 22 36,heads,regular,2
2023-02-01T00:33:00Z,438,20 24 1 42 41 40 80 58 46 32 56 37 61 75 66 18 16 47 57 52,tails,major,1
2023-02-01T00:36:00Z,440,35 32 67 45 33 26 63 47 75 1 77 12 49 31 8 76 17 40 56 55,evens,regular,2
2023-02-01T00:39:00Z,441,1 52 53 38 19 45 37 44 8 32 57 33 66 49 41 31 29 56 46 42,tails,regular,3
2023-02-01T00:42:00Z,442,46 55 70 24 41 43 2 29 1 27 5 78 65 76 54 49 80 11 51 68,tails,regular,2
2023-02-01T00:45:00Z,443,35 66 34 17 71 48 31 2 24 55 63 3 76 5 6 9 61 77 54 15,heads,regular,2
2023-02-01T00:48:00Z,444,38 28 67 30 34 23 42 8 6 64 5 37 76 3 14 46 47 52 65 18,heads,minor,2
