drawingDate,externalId,numbers,headsTails,jackpotLevel,bonusFactor
2026-02-01T00:01:00Z,858,41 64 78 54 12 31 25 77 42 30 75 74 16 20 70 13 35 3 71 79,tails,minor,1
2026-02-01T00:03:40Z,859,66 6 60 19 36 30 29 64 12 63 21 70 55 45 28 26 77 25 4 65,heads,regular,2
2026-02-01T00:06:20Z,860,64 21 37 27 51 74 63 55 46 73 50 16 25 69 12 36 49 20 38 30,evens,minor,3
2026-02-01T00:09:00Z,861,19 9 75 51 4 64 52 45 14 6 17 21 47 61 30 72 31 11 27 20,heads,minor,1
2026-02-01T00:11:40Z,862,26 51 28 40 24 74 7 59 37 72 49 14 19 65 30 23 53 71 54 22,heads,regular,1
2026-02-01T00:14:20Z,863,67 41 9 14 24 25 44 10 21 45 30 32 56 6 62 68 76 79 57 36,evens,minor,1
2026-02-01T00:17:00Z,864,63 54 5 45 37 39 76 51 57 19 41 79 59 38 6 2 28 47 1 73,tails,regular,1
2026-02-01T00:19:40Z,865,28 21 20 71 60 69 44 68 48 45 38 57 26 1 3 61 65 47 62 73,tails,minor,1
2026-02-01T00:22:20Z,866,6 41 31 20 79 11 26 34 62 47 44 4 7 48 42 77 33 37 19 21,heads,regular,3
2026-02-01T00:25:00Z,867,75 24 2 47 30 21 72 5 63 23 54 76 44 74 49 66 35 10 65 77,tails,regular,1
2026-02-01T00:27:40Z,868,69 59 50 39 74 34 33 63 13 51 45 11 23 61 8 32 80 19 9 41,evens,minor,2
2026-02-01T00:30:20Z,869,72 23 7 51 21 27 28 47 39 20 53 54 46 33 74 71 59 5 24 57,evens,minor,2
2026-02-01T00:33:00Z,870,39 50 44 55 25 8 68 42 61 76 75 46 73 80 43 28 3 5 70 27,tails,regular,3
2026-02-01T00:35:40Z,871,22 57 42 27 75 51 54 65 45 14 62 21 43 20 64 39 11 28 33 17,evens,minor,4
2026-02-01T00:38:20Z,872,1 65 20 10 36 62 16 44 47 78 5 22 14 2 9 21 71 69 27 54,heads,regular,1
2026-02-01T00:41:00Z,873,14 52 74 8 27 16 80 24 51 79 9 58 46 67 72 5 34 19 2 26,heads,minor,3
2026-02-01T00:43:40Z,874,49 39 17 62 5 29 78 69 25 14 57 54 1 24 77 8 26 73 11 60,heads,regular,1
2026-02-01T00:46:20Z,875,73 42 20 38 50 10 31 80 22 51 23 16 5 17 61 37 44 55 1 76,heads,regular,2
2026-02-01T00:49:00Z,876,5 41 76 59 6 61 3 67 35 9 72 43 80 31 79 37 23 28 38 33,heads,minor,3
2026-02-01T00:51:40Z,877,9 11 39 78 13 26 31 16 59 20 58 24 43 21 29 1 76 53 61 23,heads,regular,1
2026-02-01T00:54:20Z,878,68 79 18 2 10 45 73 32 70 69 55 60 53 51 76 48 67 3 57 78,tails,regular,3
2026-02-01T00:57:00Z,879,69 24 15 1 6 49 58 33 10 42 26 29 51 3 67 54 52 32 73 5,heads,regular,5
2026-02-01T00:59:40Z,880,75 16 33 64 41 38 50 51 66 31 59 69 70 32 11 13 45 40 23 44,tails,minor,2
2026-02-01T01:02:20Z,881,76 33 15 63 26 69 43 59 6 13 9 73 57 49 3 75 10 66 2 45,tails,regular,1
