drawingDate,externalId,numbers,headsTails,jackpotLevel,bonusFactor
2023-10-01T00:00:00Z,237,38 68 35 43 52 33 37 11 41 56 39 45 6 14 28 58 44 7 55 79,evens,regular,1
2023-10-01T00:03:00Z,238,15 62 5 74 48 63 58 61 77 8 72 53 31 70 52 13 14 75 18 4,tails,regular,1
2023-10-01T00:06:00Z,239,57 24 9 72 65 68 5 31 37 39 6 4 12 53 36 55 63 44 23 30,heads,regular,1
2023-10-01T00:09:00Z,240,53 39 35 13 61 6 80 8 30 74 41 11 31 20 49 57 23 69 29 73,heads,minor,1
2023-10-01T00:12:00Z,242,19 62 48 57 33 13 28 3 37 59 29 15 70 61 49 60 64 34 45 53,tails,regular,2
2023-10-01T00:15:00Z,243,26 73 16 11 67 17 51 27 48 15 72 3 5 18 65 76 9 42 75 58,evens,regular,3
2023-10-01T00:18:00Z,244,1 75 64 35 31 16 20 50 43 29 53 14 80 78 12 66 23 36 22 76,heads,regular,3
2023-10-01T00:21:00Z,245,14 54 69 29 77 23 74 2 45 12 60 57 8 19 1 5 68 39 55 75,evens,regular,1
2023-10-01T00:24:00Z,246,60 26 55 7 16 52 28 73 80 30 75 65 33 6 68 31 76 42 61 36,tails,regular,3
2023-10-01T00:27:00Z,247,3 72 39 35 8 70 18 62 53 15 67 37 36 46 34 32 24 58 16 71,heads,regular,3
2023-10-01T00:30:00Z,248,29 59 1 61 41 50 36 46 31 40 32 48 4 17 47 25 73 11 79 71,evens,regular,2
2023-10-01T00:33:00Z,249,23 1 44 52 13 59 33 34 60 75 68 39 42 37 22 15 77 63 5 51,evens,regular,1
2023-10-01T00:36:00Z,251,3 4 66 36 34 51 63 48 13 14 27 47 33 22 18 76 17 67 16 45,heads,minor,2
2023-10-01T00:39:00Z,252,34 64 49 68 37 19 30 58 53 50 33 17 5 48 65 20 9 8 41 44,evens,regular,2
2023-10-01T00:42:00Z,253,10 54 50 35 12 74 43 24 61 53 28 25 27 37 73 5 65 1 51 78,evens,major,2
2023-10-01T00:45:00Z,254,61 8 18 75 2 74 58 33 60 10 46 22 37 35 77 69 50 41 23 67,tails,regular,1
2023-10-01T00:48:00Z,255,12 44 37 54 22 55 62 61 11 69 4 13 65 2 56 53 1 9 80 79,tails,regular,1
2023-10-01T00:51:00Z,256,34 38 61 53 48 3 37 19 66 54 43 59 68 64 26 15 29 28 4 11,heads,minor,2
2023-10-01T00:54:00Z,257,1 13 29 44 62 79 39 41 50 3 15 68 73 10 8 14 64 74 60 52,tails,regular,3
2023-10-01T00:57:00Z,258,23 30 7 52 43 78 77 41 31 6 49 55 32 19 57 22 54 42 4 67,tails,regular,1
2023-10-01T00:00:00Z,237,38 68 35 43 52 33 37 11 41 56 39 45 6 14 28 58 44 7 55 79,evens,regular,1
2023-10-01T00:03:00Z,238,15 62 5 74 48 63 58 61 77 8 72 53 31 70 52 13 14 75 18 4,tails,regular,1
2023-10-01T00:06:00Z,239,57 24 9 72 65 68 5 31 37 39 6 4 12 53 36 55 63 44 23 30,heads,regular,1
2023-10-01T00:09:00Z,240,53 39 35 13 61 6 80 8 30 74 41 11 31 20 49 57 23 69 29 73,heads,minor,1
2023-10-01T00:12:00Z,242,19 62 48 57 33 13 28 3 37 59 29 15 70 61 49 60 64 34 45 53,tails,regular,2
2023-10-01T00:15:00Z,243,26 73 16 11 67 17 51 27 48 15 72 3 5 18 65 76 9 42 75 58,evens,regular,3
2023-10-01T00:18:00Z,244,1 75 64 35 31 16 20 50 43 29 53 14 80 78 12 66 23 36 22 76,heads,regular,3
2023-10-01T00:21:00Z,245,14 54 69 29 77 23 74 2 45 12 60 57 8 19 1 5 68 39 55 75,evens,regular,1
2023-10-01T00:24:00Z,246,60 26 55 7 16 52 28 73 80 30 75 65 33 6 68 31 76 42 61 36,tails,regular,3
