drawingDate,externalId,numbers,headsTails,jackpotLevel,bonusFactor
2024-05-01T00:00:00Z,372,57 11 39 3 59 74 16 2 50 4 30 44 1 14 42 20 67 54 71 64,evens,major,1
2024-05-01T00:03:00Z,373,18 20 8 43 31 23 30 54 62 56 21 41 64 11 16 27 34 25 80 63,heads,minor,5
2024-05-01T00:06:00Z,374,28 40 49 20 23 1 33 41 43 60 19 30 75 27 71 74 11 3 42 53,heads,major,1
2024-05-01T00:09:00Z,375,8 27 16 32 52 6 18 48 34 78 65 17 42 1 73 54 57 31 70 21,heads,regular,3
2024-05-01T00:12:00Z,377,50 17 54 39 1 25 8 33 31 76 24 64 61 20 49 52 7 37 56 12,heads,regular,3
2024-05-01T00:15:00Z,378,31 76 41 35 45 6 30 21 62 26 10 11 28 66 37 24 50 47 2 52,heads,minor,2
2024-05-01T00:18:00Z,379,21 76 27 75 54 12 13 5 24 35 73 26 10 40 8 65 46 69 45 67,heads,regular,2
2024-05-01T00:21:00Z,380,46 51 14 9 77 18 8 54 2 80 47 61 31 7 24 72 12 78 50 62,tails,regular,2
2024-05-01T00:24:00Z,381,40 28 25 17 68 75 3 73 78 42 44 41 72 18 38 65 79 35 56 61,tails,minor,3
2024-05-01T00:27:00Z,382,49 65 77 18 6 20 45 21 44 34 55 40 23 76 30 72 3 42 67 53,tails,regular,2
2024-05-01T00:30:00Z,383,46 6 10 41 25 45 73 19 35 17 80 63 12 79 65 30 53 69 71 1,tails,regular,2
2024-05-01T00:33:00Z,384,46 80 78 24 76 25 21 64 58 22 6 57 55 56 72 26 41 42 70 63,tails,minor,3
2024-05-01T00:36:00Z,386,26 1 59 66 80 75 54 49 50 14 64 46 41 43 24 3 32 36 53 6,tails,regular,2
2024-05-01T00:39:00Z,387,71 16 22 52 65 26 51 57 27 29 53 21 69 24 31 2 4 25 12 79,heads,regular,1
2024-05-01T00:42:00Z,388,57 67 68 79 56 11 50 31 2 36 58 23 5 10 26 44 66 22 76 48,tails,minor,1
2024-05-01T00:45:00Z,389,71 1 31 30 39 26 33 51 21 32 24 60 25 10 37 63 34 43 66 49,heads,major,1
2024-05-01T00:48:00Z,390,20 45 56 19 18 12 6 50 9 68 27 63 10 14 28 7 23 24 53 70,heads,minor,4
2024-05-01T00:51:00Z,391,73 19 28 15 66 53 33 58 74 57 48 36 43 24 40 60 47 78 7 77,tails,regular,10
2024-05-01T00:54:00Z,392,22 12 18 73 57 10 5 44 62 7 11 80 35 2 32 27 17 66 61 68,heads,minor,1
2024-05-01T00:57:00Z,393,73 6 52 53 66 76 27 1 33 78 4 44 12 47 22 16 36 26 54 43,evens,minor,4
2024-05-01T00:00:00Z,372,57 11 39 3 59 74 16 2 50 4 30 44 1 14 42 20 67 54 71 64,evens,major,1
2024-05-01T00:03:00Z,373,18 20 8 43 31 23 30 54 62 56 21 41 64 11 16 27 34 25 80 63,heads,minor,5
2024-05-01T00:06:00Z,374,28 40 49 20 23 1 33 41 43 60 19 30 75 27 71 74 11 3 42 53,heads,major,1
2024-05-01T00:09:00Z,375,8 27 16 32 52 6 18 48 34 78 65 17 42 1 73 54 57 31 70 21,heads,regular,3
2024-05-01T00:12:00Z,377,50 17 54 39 1 25 8 33 31 76 24 64 61 20 49 52 7 37 56 12,heads,regular,3
2024-05-01T00:15:00Z,378,31 76 41 35 45 6 30 21 62 26 10 11 28 66 37 24 50 47 2 52,heads,minor,2
2024-05-01T00:18:00Z,379,21 76 27 75 54 12 13 5 24 35 73 26 10 40 8 65 46 69 45 67,heads,regular,2
2024-05-01T00:21:00Z,380,46 51 14 9 77 18 8 54 2 80 47 61 31 7 24 72 12 78 50 62,tails,regular,2
2024-05-01T00:24:00Z,381,40 28 25 17 68 75 3 73 78 42 44 41 72 18 38 65 79 35 56 61,tails,minor,3
2024-05-01T00:27:00Z,382,49 65 77 18 6 20 45 21 44 34 55 40 23 76 30 72 3 42 67 53,tails,regular,2
2024-05-01T00:30:00Z,383,46 6 10 41 25 45 73 19 35 17 80 63 12 79 65 30 53 69 71 1,tails,regular,2
2024-05-01T00:33:00Z,384,46 80 78 24 76 25 21 64 58 22 6 57 55 56 72 26 41 42 70 63,tails,minor,3
2024-05-01T00:36:00Z,386,26 1 59 66 80 75 54 49 50 14 64 46 41 43 24 3 32 36 53 6,tails,regular,2
2024-05-01T00:39:00Z,387,71 16 22 52 65 26 51 57 27 29 53 21 69 24 31 2 4 25 12 79,heads,regular,1
2024-05-01T00:42:00Z,388,57 67 68 79 56 11 50 31 2 36 58 23 5 10 26 44 66 22 76 48,tails,minor,1
2024-05-01T00:45:00Z,389,71 1 31 30 39 26 33 51 21 32 24 60 25 10 37 63 34 43 66 49,heads,major,1
2024-05-01T00:48:00Z,390,20 45 56 19 18 12 6 50 9 68 27 63 10 14 28 7 23 24 53 70,heads,minor,4
2024-05-01T00:51:00Z,391,73 19 28 15 66 53 33 58 74 57 48 36 43 24 40 60 47 78 7 77,tails,regular,10
2024-05-01T00:54:00Z,392,22 12 18 73 57 10 5 44 62 7 11 80 35 2 32 27 17 66 61 68,heads,minor,1
2024-05-01T00:57:00Z,393,73 6 52 53 66 76 27 1 33 78 4 44 12 47 22 16 36 26 54 43,evens,minor,4
2024-05-01T01:00:00Z,395,54 59 42 39 9 21 41 70 64 13 35 63 12 27 20 36 10 24 72 68,heads,regular,3
2024-05-01T01:03:00Z,396,71 36 46 59 3 44 1 41 38 49 20 29 2 19 42 14 43 21 5 30,heads,minor,1
2024-05-01T01:06:00Z,397,53 31 14 44 29 80 55 38 25 11 24 75 70 77 50 41 30 6 71 49,tails,regular,1
2024-05-01T01:09:00Z,398,8 23 26 12 41 21 44 27 25 5 38 28 48 77 14 11 50 9 73 20,heads,regular,1
2024-05-01T01:12:00Z,399,43 60 65 18 6 73 36 11 51 59 19 70 67 52 44 50 23 61 75 15,tails,minor,2
2024-05-01T01:15:00Z,400,73 60 71 56 29 18 51 38 28 47 3 15 32 7 70 72 12 53 55 67,tails,regular,3
2024-05-01T01:18:00Z,401,13 31 7 34 27 21 30 54 43 56 72 35 39 4 20 22 38 41 68 3,heads,minor,1
2024-05-01T01:21:00Z,402,25 47 5 71 75 24 48 72 20 29 77 55 49 51 63 11 50 36 74 17,tails,regular,1
2024-05-01T01:24:00Z,404,69 4 42 48 25 46 61 60 14 30 54 52 63 58 47 68 44 51 55 76,tails,regular,1
2024-05-01T01:27:00Z,405,19 15 65 11 16 10 4 75 41 35 64 31 58 80 77 8 66 13 71 69,evens,regular,1
2024-05-01T01:30:00Z,406,6 70 51 42 45 73 77 75 76 59 1 62 53 68 34 46 63 31 80 12,tails,minor,2
2024-05-01T01:33:00Z,407,57 12 72 56 40 65 64 61 49 22 73 51 19 10 70 37 27 4 54 68,tails,major,1
2024-05-01T01:36:00Z,408,67 20 73 45 19 11 42 26 33 53 9 51 56 58 59 23 10 12 36 32,heads,regular,2
2024-05-01T01:39:00Z,409,43 17 19 2 26 53 35 24 56 33 46 67 12 52 68 49 41 44 4 23,evens,regular,2
2024-05-01T01:42:00Z,410,63 58 53 46 42 62 15 69 50 48 13 80 9 12 30 52 33 4 54 55,tails,major,4
2024-05-01T01:45:00Z,411,32 42 73 11 48 36 70 35 62 65 68 66 64 31 55 3 49 53 22 13,tails,minor,2
2024-05-01T01:48:00Z,413,58 70 74 11 7 45 13 29 48 61 63 54 38 22 8 46 76 37 55 35,tails,minor,3
2024-05-01T01:51:00Z,414,19 12 41 10 38 72 7 33 65 80 69 49 20 61 2 24 78 17 59 70,evens,minor,3
2024-05-01T01:54:00Z,415,16 56 78 41 77 13 26 45 15 7 31 64 29 57 46 11 70 27 19 52,evens,regular,2
2024-05-01T01:57:00Z,416,60 38 10 69 54 47 18 6 2 58 8 46 4 9 32 34 28 50 15 79,heads,minor,3
2024-05-01T01:00:00Z,395,54 59 42 39 9 21 41 70 64 13 35 63 12 27 20 36 10 24 72 68,heads,regular,3
2024-05-01T01:03:00Z,396,71 36 46 59 3 44 1 41 38 49 20 29 2 19 42 14 43 21 5 30,heads,minor,1
2024-05-01T01:06:00Z,397,53 31 14 44 29 80 55 38 25 11 24 75 70 77 50 41 30 6 71 49,tails,regular,1
2024-05-01T01:09:00Z,398,8 23 26 12 41 21 44 27 25 5 38 28 48 77 14 11 50 9 73 20,heads,regular,1
2024-05-01T01:12:00Z,399,43 60 65 18 6 73 36 11 51 59 19 70 67 52 44 50 23 61 75 15,tails,minor,2
2024-05-01T01:15:00Z,400,73 60 71 56 29 18 51 38 28 47 3 15 32 7 70 72 12 53 55 67,tails,regular,3
2024-05-01T01:18:00Z,401,13 31 7 34 27 21 30 54 43 56 72 35 39 4 20 22 38 41 68 3,heads,minor,1
2024-05-01T01:21:00Z,402,25 47 5 71 75 24 48 72 20 29 77 55 49 51 63 11 50 36 74 17,tails,regular,1
2024-05-01T01:24:00Z,404,69 4 42 48 25 46 61 60 14 30 54 52 63 58 47 68 44 51 55 76,tails,regular,1
2024-05-01T01:27:00Z,405,19 15 65 11 16 10 4 75 41 35 64 31 58 80 77 8 66 13 71 69,evens,regular,1
2024-05-01T01:30:00Z,406,6 70 51 42 45 73 77 75 76 59 1 62 53 68 34 46 63 31 80 12,tails,minor,2
2024-05-01T01:33:00Z,407,57 12 72 56 40 65 64 61 49 22 73 51 19 10 70 37 27 4 54 68,tails,major,1
2024-05-01T01:36:00Z,408,67 20 73 45 19 11 42 26 33 53 9 51 56 58 59 23 10 12 36 32,heads,regular,2
2024-05-01T01:39:00Z,409,43 17 19 2 26 53 35 24 56 33 46 67 12 52 68 49 41 44 4 23,evens,regular,2
2024-05-01T01:42:00Z,410,63 58 53 46 42 62 15 69 50 48 13 80 9 12 30 52 33 4 54 55,tails,major,4
2024-05-01T01:45:00Z,411,32 42 73 11 48 36 70 35 62 65 68 66 64 31 55 3 49 53 22 13,tails,minor,2
2024-05-01T01:48:00Z,413,58 70 74 11 7 45 13 29 48 61 63 54 38 22 8 46 76 37 55 35,tails,minor,3
2024-05-01T01:51:00Z,414,19 12 41 10 38 72 7 33 65 80 69 49 20 61 2 24 78 17 59 70,evens,minor,3
2024-05-01T01:54:00Z,415,16 56 78 41 77 13 26 45 15 7 31 64 29 57 46 11 70 27 19 52,evens,regular,2
2024-05-01T01:57:00Z,416,60 38 10 69 54 47 18 6 2 58 8 46 4 9 32 34 28 50 15 79,heads,minor,3
2024-05-01T02:00:00Z,417,25 7 5 67 18 28 66 52 16 34 74 6 55 60 64 71 50 75 19 47,tails,regular,2
2024-05-01T02:03:00Z,418,36 19 9 5 27 74 28 65 68 3 13 34 21 69 46 1 41 22 30 6,heads,major,3
2024-05-01T02:06:00Z,419,26 2 49 68 20 24 73 60 21 10 58 75 31 78 30 74 51 35 33 59,evens,minor,1
2024-05-01T02:09:00Z,420,57 38 37 22 3 64 27 55 75 69 12 71 43 34 8 1 31 21 26 6,heads,minor,2
2024-05-01T02:12:00Z,422,18 43 62 10 30 69 17 14 23 55 26 77 31 8 1 76 39 20 66 60,heads,minor,3
2024-05-01T02:15:00Z,423,75 50 49 47 58 61 27 33 21 12 16 79 11 68 56 31 54 70 8 53,tails,regular,1
2024-05-01T02:18:00Z,424,14 18 35 3 1 51 34 78 10 30 65 66 67 77 15 39 21 11 52 46,heads,regular,1
2024-05-01T02:21:00Z,425,24 29 67 47 78 68 44 4 36 8 72 75 71 52 9 56 41 26 54 17,tails,regular,2
2024-05-01T02:24:00Z,426,9 4 36 51 37 19 70 10 78 44 5 12 52 21 58 3 40 55 62 77,heads,major,1
2024-05-01T02:27:00Z,427,55 45 42 3 51 73 44 5 72 77 1 18 47 65 23 22 17 38 8 52,tails,regular,4
2024-05-01T02:30:00Z,428,18 21 71 33 38 12 66 14 20 77 26 70 3 46 53 30 49 41 79 9,heads,regular,2
2024-05-01T02:33:00Z,429,65 68 11 70 52 19 76 69 61 29 5 30 77 72 46 36 53 7 9 24,tails,regular,1
2024-05-01T02:36:00Z,431,23 6 25 69 5 45 79 26 20 65 8 7 74 73 66 72 28 61 3 80,evens,minor,1
2024-05-01T02:39:00Z,432,65 1 70 78 20 80 36 67 22 32 42 38 46 53 40 76 17 72 26 9,evens,major,1
2024-05-01T02:42:00Z,433,30 43 17 8 15 77 24 37 51 80 33 57 67 72 18 70 53 27 31 20,heads,major,4
2024-05-01T02:45:00Z,434,51 66 64 80 72 46 71 39 50 48 21 65 34 44 6 2 26 55 9 40,tails,minor,2
2024-05-01T02:48:00Z,435,37 72 13 20 66 63 52 77 17 16 74 40 57 80 70 73 67 46 31 33,tails,regular,1
2024-05-01T02:51:00Z,436,37 70 65 14 46 16 22 68 43 62 58 75 10 5 53 80 26 17 63 56,tails,minor,3
2024-05-01T02:54:00Z,437,63 79 20 78 51 76 43 15 77 56 65 57 17 39 74 69 70 28 21 19,tails,regular,3
2024-05-01T02:57:00Z,438,50 21 32 60 10 68 33 9 72 40 52 14 13 23 76 38 20 80 62 71,heads,minor,2
2024-05-01T02:00:00Z,417,25 7 5 67 18 28 66 52 16 34 74 6 55 60 64 71 50 75 19 47,tails,regular,2
2024-05-01T02:03:00Z,418,36 19 9 5 27 74 28 65 68 3 13 34 21 69 46 1 41 22 30 6,heads,major,3
2024-05-01T02:06:00Z,419,26 2 49 68 20 24 73 60 21 10 58 75 31 78 30 74 51 35 33 59,evens,minor,1
2024-05-01T02:09:00Z,420,57 38 37 22 3 64 27 55 75 69 12 71 43 34 8 1 31 21 26 6,heads,minor,2
2024-05-01T02:12:00Z,422,18 43 62 10 30 69 17 14 23 55 26 77 31 8 1 76 39 20 66 60,heads,minor,3
2024-05-01T02:15:00Z,423,75 50 49 47 58 61 27 33 21 12 16 79 11 68 56 31 54 70 8 53,tails,regular,1
2024-05-01T02:18:00Z,424,14 18 35 3 1 51 34 78 10 30 65 66 67 77 15 39 21 11 52 46,heads,regular,1
2024-05-01T02:21:00Z,425,24 29 67 47 78 68 44 4 36 8 72 75 71 52 9 56 41 26 54 17,tails,regular,2
2024-05-01T02:24:00Z,426,9 4 36 51 37 19 70 10 78 44 5 12 52 21 58 3 40 55 62 77,heads,major,1
2024-05-01T02:27:00Z,427,55 45 42 3 51 73 44 5 72 77 1 18 47 65 23 22 17 38 8 52,tails,regular,4
2024-05-01T02:30:00Z,428,18 21 71 33 38 12 66 14 20 77 26 70 3 46 53 30 49 41 79 9,heads,regular,2
2024-05-01T02:33:00Z,429,65 68 11 70 52 19 76 69 61 29 5 30 77 72 46 36 53 7 9 24,tails,regular,1
2024-05-01T02:36:00Z,431,23 6 25 69 5 45 79 26 20 65 8 7 74 73 66 72 28 61 3 80,evens,minor,1
2024-05-01T02:39:00Z,432,65 1 70 78 20 80 36 67 22 32 42 38 46 53 40 76 17 72 26 9,evens,major,1
2024-05-01T02:42:00Z,433,30 43 17 8 15 77 24 37 51 80 33 57 67 72 18 70 53 27 31 20,heads,major,4
2024-05-01T02:45:00Z,434,51 66 64 80 72 46 71 39 50 48 21 65 34 44 6 2 26 55 9 40,tails,minor,2
2024-05-01T02:48:00Z,435,37 72 13 20 66 63 52 77 17 16 74 40 57 80 70 73 67 46 31 33,tails,regular,1
2024-05-01T02:51:00Z,436,37 70 65 14 46 16 22 68 43 62 58 75 10 5 53 80 26 17 63 56,tails,minor,3
2024-05-01T02:54:00Z,437,63 79 20 78 51 76 43 15 77 56 65 57 17 39 74 69 70 28 21 19,tails,regular,3
2024-05-01T02:57:00Z,438,50 21 32 60 10 68 33 9 72 40 52 14 13 23 76 38 20 80 62 71,heads,minor,2
2024-05-01T03:00:00Z,440,33 31 69 61 37 5 65 63 38 21 23 70 46 64 11 73 42 45 71 68,tails,regular,10
2024-05-01T03:03:00Z,441,14 49 22 62 52 50 53 58 11 43 55 73 66 54 56 47 9 45 36 69,tails,regular,3
2024-05-01T03:06:00Z,442,14 13 16 76 72 74 18 61 33 1 46 53 71 63 68 10 9 28 39 66,evens,regular,1
2024-05-01T03:09:00Z,443,39 16 54 36 7 50 80 53 57 5 71 56 73 26 38 63 51 52 77 35,tails,regular,1
2024-05-01T03:12:00Z,444,24 12 26 20 67 62 43 17 72 36 16 57 18 68 45 44 64 34 49 79,tails,minor,1
2024-05-01T03:15:00Z,445,75 63 14 68 67 6 12 36 34 3 7 22 45 55 56 18 47 31 77 4,heads,regular,3
2024-05-01T03:18:00Z,446,49 12 30 39 10 21 3 55 1 46 68 57 44 6 13 24 59 54 11 26,heads,regular,1
2024-05-01T03:21:00Z,447,36 52 30 46 3 63 59 55 68 5 65 38 29 14 24 76 17 18 60 80,evens,regular,4
2024-05-01T03:24:00Z,449,29 36 39 77 1 75 14 28 65 6 50 70 53 60 17 49 48 73 46 41,tails,minor,1
2024-05-01T03:27:00Z,450,25 21 68 13 36 52 12 60 53 23 67 34 51 65 55 17 62 70 54 14,tails,regular,1
2024-05-01T03:30:00Z,451,13 45 63 6 36 31 43 3 34 37 59 54 58 15 79 50 53 68 61 9,tails,regular,2
2024-05-01T03:33:00Z,452,23 76 2 53 65 21 38 16 68 14 30 67 29 27 32 25 44 22 77 12,heads,regular,1
2024-05-01T03:36:00Z,453,35 69 2 18 77 50 22 78 45 59 54 19 13 53 9 65 10 56 51 76,tails,regular,1
2024-05-01T03:39:00Z,454,60 65 70 49 51 23 74 2 61 27 56 7 31 11 80 43 62 34 45 46,tails,regular,1
2024-05-01T03:42:00Z,455,35 41 80 31 60 37 25 10 73 1 24 54 19 23 45 11 20 43 33 30,heads,regular,1
2024-05-01T03:45:00Z,456,30 4 75 39 66 10 27 37 15 58 13 17 54 71 62 63 72 40 16 34,heads,regular,2
2024-05-01T03:48:00Z,458,56 41 22 64 28 5 38 36 1 27 62 18 9 15 25 76 67 60 29 32,heads,regular,1
