drawingDate,externalId,numbers,headsTails,jackpotLevel,bonusFactor
2024-08-01T00:01:00Z,102,5 6 17 44 39 66 24 14 3 64 43 76 74 13 2 45 12 11 48 55,heads,minor,2
2024-08-01T00:03:40Z,103,78 50 13 1 76 30 67 52 38 71 25 32 12 73 49 34 54 27 5 8,heads,regular,2
2024-08-01T00:06:20Z,104,56 16 36 34 48 37 62 60 23 66 57 30 21 69 58 35 53 59 2 17,evens,regular,2
2024-08-01T00:09:00Z,105,40 17 44 35 20 71 74 10 69 21 15 28 4 65 80 3 79 66 8 70,heads,regular,2
2024-08-01T00:11:40Z,106,38 11 67 31 5 76 77 65 16 35 57 54 4 42 49 56 80 21 50 70,tails,regular,3
2024-08-01T00:14:20Z,107,42 9 52 65 79 80 44 37 6 74 29 15 56 22 51 34 18 61 14 46,tails,regular,1
2024-08-01T00:17:00Z,108,65 75 44 78 31 68 10 80 64 59 49 70 26 23 63 36 66 16 1 30,tails,regular,1
2024-08-01T00:19:40Z,109,45 51 67 5 20 68 29 18 61 23 25 49 12 9 37 13 56 46 65 44,evens,major,1
2024-08-01T00:22:20Z,110,71 44 5 42 12 34 27 72 50 43 58 73 18 20 79 2 3 80 39 63,tails,minor,1
2024-08-01T00:25:00Z,111,80 39 5 69 50 60 27 51 58 15 46 71 61 45 55 31 8 12 62 49,tails,regular,3
2024-08-01T00:27:40Z,112,56 11 45 48 74 47 57 51 14 24 79 69 52 10 3 58 73 80 44 20,tails,regular,5
2024-08-01T00:30:20Z,113,11 48 3 12 10 6 9 21 57 76 2 63 52 77 39 74 42 31 47 5,heads,minor,2
2024-08-01T00:33:00Z,114,62 59 56 46 16 12 9 78 21 75 31 7 45 73 68 55 76 36 3 51,tails,regular,1
2024-08-01T00:35:40Z,115,71 41 61 1 72 67 38 4 6 2 40 33 17 9 31 27 60 70 13 43,heads,minor,1
2024-08-01T00:38:20Z,116,65 68 49 19 64 33 63 53 57 69 51 23 26 74 55 16 28 40 2 47,tails,regular,1
2024-08-01T00:41:00Z,117,45 1 30 22 16 43 42 10 27 80 31 67 21 59 35 78 26 61 51 52,evens,regular,1
2024-08-01T00:43:40Z,118,36 21 56 51 32 31 78 33 80 47 20 40 42 59 76 9 8 69 35 29,heads,regular,1
2024-08-01T00:46:20Z,119,13 50 76 65 64 69 47 45 70 33 27 16 74 28 18 52 37 78 6 41,tails,regular,1
2024-08-01T00:49:00Z,120,25 47 2 70 41 26 59 57 18 56 4 75 46 31 65 77 40 74 45 63,tails,regular,5
2024-08-01T00:51:40Z,121,22 62 54 27 41 7 11 61 58 35 71 13 73 42 16 60 68 28 69 47,tails,minor,2
2024-08-01T00:54:20Z,122,31 79 30 74 33 28 77 19 22 21 56 45 16 50 9 49 36 11 46 40,heads,minor,4
2024-08-01T00:57:00Z,123,15 51 35 74 44 26 22 78 80 20 61 38 18 42 10 76 14 56 48 45,tails,minor,1
2024-08-01T00:59:40Z,124,63 9 74 8 78 75 51 32 27 68 57 80 11 42 48 30 5 77 4 53,tails,minor,1
2024-08-01T01:02:20Z,125,72 8 76 71 45 18 24 25 4 38 41 36 77 52 37 75 63 50 54 55,tails,regular,5
2024-08-01T01:05:00Z,126,6 12 76 2 46 13 49 16 8 74 59 50 7 75 77 10 47 70 53 57,tails,regular,1
2024-08-01T01:07:40Z,127,12 30 45 13 10 11 80 24 26 32 2 67 60 47 15 58 70 44 20 8,heads,regular,1
2024-08-01T01:10:20Z,128,9 3 79 50 1 13 68 22 55 18 46 43 70 5 33 65 19 59 8 7,heads,regular,1
2024-08-01T01:13:00Z,129,21 79 29 58 11 55 7 56 17 40 76 73 63 33 57 62 75 1 41 35,tails,minor,2
2024-08-01T01:15:40Z,130,32 63 37 9 23 30 56 50 74 77 60 25 17 15 55 62 41 71 33 7,evens,regular,1
2024-08-01T01:18:20Z,131,3 17 55 51 74 18 54 62 28 79 4 35 27 80 66 37 48 32 49 19,evens,regular,4
2024-08-01T01:21:00Z,132,74 46 24 35 37 13 17 44 34 78 51 39 27 49 11 23 43 41 8 3,heads,minor,1
2024-08-01T01:23:40Z,133,33 69 20 44 60 46 68 11 5 8 27 61 75 3 73 32 37 36 54 59,evens,regular,3
2024-08-01T01:26:20Z,134,40 70 30 36 79 48 75 64 61 56 4 53 5 37 10 63 29 21 39 15,heads,minor,1
2024-08-01T01:29:00Z,135,64 47 59 39 40 5 28 67 50 13 16 78 53 6 29 14 26 2 25 68,heads,regular,3
2024-08-01T01:31:40Z,136,3 23 44 9 70 63 52 25 76 68 1 19 41 4 60 17 38 34 51 67,evens,regular,1
2024-08-01T01:34:20Z,137,43 31 2 28 48 33 79 26 61 15 58 41 21 19 29 73 22 47 12 32,heads,regular,3
2024-08-01T01:37:00Z,138,57 51 24 78 67 77 35 14 72 26 71 65 36 79 8 47 20 61 40 32,tails,regular,2
2024-08-01T01:39:40Z,139,43 9 14 53 32 8 55 63 48 19 23 54 22 41 27 66 78 3 40 47,evens,minor,3
2024-08-01T01:42:20Z,140,23 44 51 1 73 59 19 43 20 36 75 56 17 25 80 67 78 71 30 13,tails,regular,3
2024-08-01T01:45:00Z,141,53 26 64 15 39 60 61 63 38 75 33 14 71 78 72 47 13 69 50 70,tails,regular,1
2024-08-01T01:47:40Z,142,80 36 32 44 45 16 27 52 41 33 31 58 13 12 4 62 10 60 20 75,heads,minor,1
2024-08-01T01:50:20Z,143,5 28 12 79 3 2 13 75 1 60 76 55 69 66 33 57 18 71 11 7,heads,regular,1
