drawingDate,externalId,numbers,headsTails,jackpotLevel,bonusFactor
2023-12-01T00:00:00Z,210,52 28 33 32 61 19 44 1 3 59 55 56 77 47 34 58 17 62 16 74,tails,regular,1
2023-12-01T00:03:00Z,211,18 37 66 14 16 3 61 40 78 26 17 31 32 42 69 57 50 12 56 15,heads,regular,3
2023-12-01T00:06:00Z,212,77 47 4 37 25 45 80 49 48 23 61 66 79 28 5 22 19 52 63 30,tails,regular,2
2023-12-01T00:09:00Z,213,9 47 54 73 15 27 53 64 23 51 67 39 18 38 22 58 1 19 7 43,heads,regular,1
2023-12-01T00:12:00Z,215,80 16 17 66 20 45 18 21 35 54 34 47 53 32 7 8 56 41 14 22,heads,regular,1
2023-12-01T00:15:00Z,216,15 74 46 64 3 31 65 68 27 33 63 4 30 60 8 57 66 37 7 18,heads,regular,2
2023-12-01T00:18:00Z,217,72 1 9 68 79 56 17 73 20 40 31 54 28 61 14 8 12 44 45 34,heads,minor,2
2023-12-01T00:21:00Z,218,35 9 27 30 60 31 8 75 23 32 54 71 78 39 79 19 12 3 41 65,heads,regular,2
2023-12-01T00:24:00Z,219,49 67 71 38 32 5 9 22 56 21 72 34 63 1 31 69 2 59 20 25,heads,major,1
2023-12-01T00:27:00Z,220,80 36 37 48 61 64 7 69 20 28 26 42 70 5 53 1 79 55 60 31,tails,major,3
2023-12-01T00:30:00Z,221,50 12 18 38 54 70 37 30 66 14 41 10 45 61 32 24 23 35 20 76,heads,regular,3
2023-12-01T00:33:00Z,222,48 43 35 22 21 68 53 7 61 36 37 33 42 64 17 20 11 79 10 63,heads,regular,3
2023-12-01T00:36:00Z,224,57 13 39 58 50 32 37 65 27 44 4 48 52 6 41 11 20 10 21 71,heads,minor,1
2023-12-01T00:39:00Z,225,57 8 77 12 30 16 5 67 38 34 75 55 80 1 31 65 26 32 47 49,heads,minor,10
2023-12-01T00:42:00Z,226,3 45 15 10 30 49 60 32 27 34 2 70 77 14 31 65 66 56 20 7,heads,regular,1
2023-12-01T00:45:00Z,227,48 62 41 22 38 4 57 74 77 15 53 3 52 24 6 60 64 32 76 78,tails,minor,3
2023-12-01T00:48:00Z,228,15 38 5 23 64 65 42 67 31 63 26 47 8 66 79 21 17 76 61 46,tails,regular,2
2023-12-01T00:51:00Z,229,51 2 40 10 45 22 11 70 63 53 43 15 12 38 31 30 59 58 55 47,evens,regular,1
2023-12-01T00:54:00Z,230,31 19 29 36 2 61 71 24 66 47 53 20 40 70 5 13 6 78 52 43,heads,minor,2
2023-12-01T00:57:00Z,231,29 46 7 73 57 58 78 76 39 32 19 12 28 42 67 48 60 59 80 44,tails,regular,1
2023-12-01T00:00:00Z,210,52 28 33 32 61 19 44 1 3 59 55 56 77 47 34 58 17 62 16 74,tails,regular,1
2023-12-01T00:03:00Z,211,18 37 66 14 16 3 61 40 78 26 17 31 32 42 69 57 50 12 56 15,heads,regular,3
2023-12-01T00:06:00Z,212,77 47 4 37 25 45 80 49 48 23 61 66 79 28 5 22 19 52 63 30,tails,regular,2
2023-12-01T00:09:00Z,213,9 47 54 73 15 27 53 64 23 51 67 39 18 38 22 58 1 19 7 43,heads,regular,1
2023-12-01T00:12:00Z,215,80 16 17 66 20 45 18 21 35 54 34 47 53 32 7 8 56 41 14 22,heads,regular,1
2023-12-01T00:15:00Z,216,15 74 46 64 3 31 65 68 27 33 63 4 30 60 8 57 66 37 7 18,heads,regular,2
2023-12-01T00:18:00Z,217,72 1 9 68 79 56 17 73 20 40 31 54 28 61 14 8 12 44 45 34,heads,minor,2
2023-12-01T00:21:00Z,218,35 9 27 30 60 31 8 75 23 32 54 71 78 39 79 19 12 3 41 65,heads,regular,2
2023-12-01T00:24:00Z,219,49 67 71 38 32 5 9 22 56 21 72 34 63 1 31 69 2 59 20 25,heads,major,1
