drawingDate,externalId,numbers,headsTails,jackpotLevel,bonusFactor
2023-07-01T00:00:00Z,507,76 7 19 38 14 40 1 22 24 8 35 71 62 2 37 79 25 9 27 26,heads,minor,4
2023-07-01T00:03:00Z,508,57 29 44 60 20 53 24 68 33 74 43 37 34 16 12 77 7 76 25 67,evens,minor,3
2023-07-01T00:06:00Z,509,47 22 71 17 73 46 78 11 33 20 41 58 12 42 51 50 74 10 61 26,tails,regular,2
2023-07-01T00:09:00Z,510,25 3 52 14 13 47 23 8 18 43 24 75 79 78 38 67 9 76 49 22,heads,minor,3
2023-07-01T00:12:00Z,512,20 33 77 12 9 13 45 25 49 27 42 37 38 3 47 39 73 32 6 28,heads,minor,1
2023-07-01T00:15:00Z,513,10 44 5 30 18 21 45 20 73 25 23 71 64 27 63 13 53 78 79 50,evens,regular,1
2023-07-01T00:18:00Z,514,18 43 28 38 35 65 57 33 2 48 77 12 6 29 24 78 21 80 74 69,heads,regular,1
2023-07-01T00:21:00Z,515,29 13 18 64 47 60 31 22 34 4 70 33 11 9 37 44 66 65 14 23,heads,regular,1
2023-07-01T00:24:00Z,516,19 9 32 13 27 80 21 59 56 42 58 75 4 72 12 54 35 49 76 67,tails,regular,2
2023-07-01T00:27:00Z,517,74 37 54 73 60 24 44 12 19 66 3 27 5 76 34 75 21 7 28 39,heads,regular,1
2023-07-01T00:30:00Z,518,41 75 49 13 12 9 60 56 22 23 64 62 47 58 57 2 67 31 69 16,tails,regular,3
2023-07-01T00:33:00Z,519,71 67 30 11 75 17 62 29 77 63 26 74 39 66 2 21 41 8 23 48,evens,minor,3
2023-07-01T00:36:00Z,521,3 34 71 35 49 25 37 20 50 42 6 33 69 58 57 51 10 40 2 63,heads,regular,1
2023-07-01T00:39:00Z,522,62 9 64 74 25 67 50 6 27 20 12 52 51 1 80 5 7 16 32 30,heads,regular,2
2023-07-01T00:42:00Z,523,5 25 69 73 41 1 24 67 35 44 38 52 75 48 65 10 60 14 55 49,tails,minor,3
2023-07-01T00:45:00Z,524,14 75 45 51 76 21 70 15 4 11 44 61 37 59 31 50 43 9 78 26,tails,regular,1
2023-07-01T00:48:00Z,525,18 49 73 34 54 75 63 80 59 45 78 64 7 67 39 43 16 53 47 13,tails,major,1
2023-07-01T00:51:00Z,526,41 78 50 55 18 47 8 49 24 60 63 23 12 14 43 80 74 26 66 31,tails,regular,4
2023-07-01T00:54:00Z,527,19 11 15 74 34 2 58 78 69 53 51 33 24 9 43 40 31 71 44 57,evens,regular,3
2023-07-01T00:57:00Z,528,51 25 80 24 74 33 58 64 19 60 44 1 67 27 79 30 37 9 62 56,tails,regular,2
2023-07-01T00:00:00Z,507,76 7 19 38 14 40 1 22 24 8 35 71 62 2 37 79 25 9 27 26,heads,minor,4
2023-07-01T00:03:00Z,508,57 29 44 60 20 53 24 68 33 74 43 37 34 16 12 77 7 76 25 67,evens,minor,3
2023-07-01T00:06:00Z,509,47 22 71 17 73 46 78 11 33 20 41 58 12 42 51 50 74 10 61 26,tails,regular,2
2023-07-01T00:09:00Z,510,25 3 52 14 13 47 23 8 18 43 24 75 79 78 38 67 9 76 49 22,heads,minor,3
2023-07-01T00:12:00Z,512,20 33 77 12 9 13 45 25 49 27 42 37 38 3 47 39 73 32 6 28,heads,minor,1
2023-07-01T00:15:00Z,513,10 44 5 30 18 21 45 20 73 25 23 71 64 27 63 13 53 78 79 50,evens,regular,1
2023-07-01T00:18:00Z,514,18 43 28 38 35 65 57 33 2 48 77 12 6 29 24 78 21 80 74 69,heads,regular,1
2023-07-01T00:21:00Z,515,29 13 18 64 47 60 31 22 34 4 70 33 11 9 37 44 66 65 14 23,heads,regular,1
2023-07-01T00:24:00Z,516,19 9 32 13 27 80 21 59 56 42 58 75 4 72 12 54 35 49 76 67,tails,regular,2
2023-07-01T00:27:00Z,517,74 37 54 73 60 24 44 12 19 66 3 27 5 76 34 75 21 7 28 39,heads,regular,1
2023-07-01T00:30:00Z,518,41 75 49 13 12 9 60 56 22 23 64 62 47 58 57 2 67 31 69 16,tails,regular,3
2023-07-01T00:33:00Z,519,71 67 30 11 75 17 62 29 77 63 26 74 39 66 2 21 41 8 23 48,evens,minor,3
2023-07-01T00:36:00Z,521,3 34 71 35 49 25 37 20 50 42 6 33 69 58 57 51 10 40 2 63,heads,regular,1
2023-07-01T00:39:00Z,522,62 9 64 74 25 67 50 6 27 20 12 52 51 1 80 5 7 16 32 30,heads,regular,2
2023-07-01T00:42:00Z,523,5 25 69 73 41 1 24 67 35 44 38 52 75 48 65 10 60 14 55 49,tails,minor,3
2023-07-01T00:45:00Z,524,14 75 45 51 76 21 70 15 4 11 44 61 37 59 31 50 43 9 78 26,tails,regular,1
2023-07-01T00:48:00Z,525,18 49 73 34 54 75 63 80 59 45 78 64 7 67 39 43 16 53 47 13,tails,major,1
2023-07-01T00:51:00Z,526,41 78 50 55 18 47 8 49 24 60 63 23 12 14 43 80 74 26 66 31,tails,regular,4
2023-07-01T00:54:00Z,527,19 11 15 74 34 2 58 78 69 53 51 33 24 9 43 40 31 71 44 57,evens,regular,3
2023-07-01T00:57:00Z,528,51 25 80 24 74 33 58 64 19 60 44 1 67 27 79 30 37 9 62 56,tails,regular,2
2023-07-01T01:00:00Z,530,62 65 16 37 69 64 40 79 70 10 49 74 6 80 57 44 43 1 41 35,tails,regular,1
2023-07-01T01:03:00Z,531,56 54 63 71 57 41 28 11 39 75 46 79 73 27 53 67 5 2 47 3,tails,regular,1
2023-07-01T01:06:00Z,532,62 15 14 73 64 74 8 27 11 18 40 51 55 75 23 54 17 56 4 66,evens,regular,1
2023-07-01T01:09:00Z,533,44 57 21 34 20 7 70 40 52 39 47 6 19 9 14 51 15 10 54 45,heads,regular,3
2023-07-01T01:12:00Z,534,6 57 18 68 38 70 62 73 3 34 5 13 79 17 8 30 67 39 46 58,heads,regular,2
2023-07-01T01:15:00Z,535,29 50 43 42 58 35 49 37 64 24 14 59 8 22 10 16 72 15 75 39,heads,regular,3
2023-07-01T01:18:00Z,536,64 34 12 42 22 25 7 26 45 6 72 44 70 67 58 66 13 21 68 30,evens,regular,1
2023-07-01T01:21:00Z,537,33 64 58 39 49 53 66 5 67 10 29 80 9 41 7 11 48 45 22 46,tails,regular,5
2023-07-01T01:24:00Z,539,26 48 10 11 50 76 28 51 1 45 52 29 12 46 24 22 62 17 30 44,heads,regular,10
2023-07-01T01:27:00Z,540,18 43 80 38 74 19 77 69 12 16 60 1 10 28 49 23 3 50 24 68,heads,regular,1
