drawingDate,externalId,numbers,headsTails,jackpotLevel,bonusFactor
2023-06-01T00:00:00Z,291,1 62 80 10 29 3 57 9 49 70 8 41 24 64 72 5 7 15 23 6,heads,regular,1
2023-06-01T00:03:00Z,292,21 26 47 57 40 69 54 23 63 3 52 37 27 7 42 35 24 34 10 70,heads,regular,1
2023-06-01T00:06:00Z,293,22 59 30 21 23 15 11 47 69 32 74 76 66 35 4 20 80 77 54 42,evens,regular,3
2023-06-01T00:09:00Z,294,56 60 58 12 67 66 36 30 9 24 49 68 17 80 14 51 33 72 25 63,tails,major,1
2023-06-01T00:12:00Z,296,62 31 35 50 14 12 13 66 45 26 44 33 7 17 41 22 56 20 75 48,heads,regular,1
2023-06-01T00:15:00Z,297,71 43 50 75 11 23 39 5 1 20 36 69 46 29 74 72 26 51 13 37,heads,regular,2
2023-06-01T00:18:00Z,298,26 6 62 66 38 8 12 32 34 70 43 67 53 74 11 39 72 77 79 42,tails,major,1
2023-06-01T00:21:00Z,299,17 14 63 54 77 53 35 50 27 42 68 80 20 43 38 24 36 49 67 26,tails,regular,1
2023-06-01T00:24:00Z,300,7 30 49 65 77 76 79 64 33 20 75 56 3 17 42 25 44 34 68 35,tails,regular,1
2023-06-01T00:27:00Z,301,31 77 5 33 43 72 7 39 56 52 29 51 23 76 41 16 38 14 37 55,heads,regular,2
2023-06-01T00:30:00Z,302,53 31 20 37 29 56 77 15 38 36 33 59 21 72 23 43 40 79 16 12,heads,minor,4
2023-06-01T00:33:00Z,303,15 69 31 34 36 37 72 77 60 25 17 47 5 29 9 70 79 30 80 53,heads,regular,2
2023-06-01T00:36:00Z,305,23 24 65 35 60 70 42 63 32 52 30 11 61 13 9 21 47 43 72 2,evens,regular,2
2023-06-01T00:39:00Z,306,31 51 18 25 60 77 17 6 50 7 5 61 28 47 65 23 75 46 49 70,tails,minor,2
2023-06-01T00:42:00Z,307,42 71 6 48 74 19 64 4 75 28 60 55 67 65 41 73 47 7 16 10,tails,major,3
2023-06-01T00:45:00Z,308,30 60 33 71 28 15 55 65 2 45 51 5 46 18 49 61 72 35 40 74,tails,regular,1
2023-06-01T00:48:00Z,309,27 51 48 16 62 38 24 50 63 32 74 29 25 17 11 60 47 26 46 80,evens,minor,3
2023-06-01T00:51:00Z,310,27 66 63 37 26 16 35 28 61 53 77 29 20 78 34 19 39 45 10 18,heads,minor,2
2023-06-01T00:54:00Z,311,35 30 50 46 48 79 51 67 68 41 73 38 64 5 80 34 19 76 22 47,tails,minor,1
2023-06-01T00:57:00Z,312,6 63 50 3 35 23 1 67 71 4 41 10 47 66 73 39 25 60 38 30,heads,regular,2
2023-06-01T01:00:00Z,314,71 54 75 73 33 23 7 67 13 51 72 74 52 76 1 18 45 12 57 20,tails,regular,3
2023-06-01T01:03:00Z,315,58 26 11 59 65 74 32 52 28 31 61 19 67 71 33 22 13 30 37 17,heads,major,2
2023-06-01T01:06:00Z,316,15 57 16 66 54 56 67 17 48 21 69 43 2 61 8 18 35 42 32 80,tails,regular,1
2023-06-01T01:09:00Z,317,45 6 37 43 17 47 51 3 9 66 57 20 41 29 79 22 50 24 10 38,heads,regular,1
2023-06-01T01:12:00Z,318,15 54 56 37 27 4 77 2 44 21 8 36 55 5 76 35 10 65 11 58,heads,regular,2
2023-06-01T01:15:00Z,319,8 9 72 66 17 36 69 70 45 77 44 27 54 2 71 14 50 25 74 11,tails,regular,3
2023-06-01T01:18:00Z,320,44 40 22 47 27 68 14 21 55 52 66 16 32 72 59 74 24 26 1 31,heads,regular,2
2023-06-01T01:21:00Z,321,37 35 51 11 30 61 65 77 52 75 68 19 8 45 74 7 27 28 53 36,evens,regular,3
2023-06-01T01:24:00Z,323,50 45 12 5 17 8 9 30 70 23 6 41 79 18 4 25 78 72 16 76,heads,regular,10
2023-06-01T01:27:00Z,324,20 26 67 45 10 23 28 13 50 14 74 36 47 27 3 65 55 79 22 72,heads,regular,2
2023-06-01T01:30:00Z,325,56 32 49 8 15 67 45 58 59 65 30 51 74 24 19 43 6 52 28 23,tails,regular,3
2023-06-01T01:33:00Z,326,67 78 28 4 2 34 66 26 17 24 16 59 79 51 13 52 36 11 20 29,heads,regular,3
2023-06-01T01:36:00Z,327,66 79 22 11 56 65 3 49 26 14 72 15 51 48 19 77 31 34 71 1,evens,regular,2
2023-06-01T01:39:00Z,328,59 20 58 3 31 41 27 46 9 14 79 17 16 70 77 64 25 39 80 68,evens,regular,2
2023-06-01T01:42:00Z,329,76 46 27 59 47 56 40 66 42 69 41 14 11 8 43 35 55 19 18 1,tails,regular,1
2023-06-01T01:45:00Z,330,55 53 32 17 19 11 60 47 61 8 34 33 41 74 80 24 10 58 29 77,evens,minor,10
2023-06-01T01:48:00Z,332,76 15 30 40 16 12 64 73 1 44 72 33 60 9 29 36 13 48 8 43,heads,major,1
2023-06-01T01:51:00Z,333,65 67 7 34 23 56 26 78 74 25 35 33 76 2 75 43 68 32 64 55,tails,regular,1
2023-06-01T01:54:00Z,334,26 78 50 39 46 71 66 37 63 62 2 48 21 31 25 5 30 59 35 7,heads,regular,2
2023-06-01T01:57:00Z,335,29 12 63 3 8 14 67 30 19 53 22 71 80 57 43 41 34 61 54 51,tails,regular,1
2023-06-01T02:00:00Z,336,14 77 42 21 75 41 79 30 15 9 3 48 68 23 33 49 22 36 27 60,heads,minor,4
2023-06-01T02:03:00Z,337,45 13 64 63 27 42 31 35 2 75 44 43 7 3 29 34 54 55 41 52,tails,regular,1
2023-06-01T02:06:00Z,338,23 6 62 44 10 76 79 41 22 72 51 73 8 7 1 60 47 57 11 38,tails,major,1
2023-06-01T02:09:00Z,339,78 3 33 52 66 24 47 41 68 29 72 1 45 59 76 69 4 44 30 16,tails,regular,3
2023-06-01T02:12:00Z,341,8 25 10 18 43 22 65 2 70 7 32 48 26 59 4 19 54 47 40 16,heads,regular,1
2023-06-01T02:15:00Z,342,11 52 47 4 30 7 1 76 79 35 6 67 36 2 58 38 72 80 28 10,heads,minor,3
2023-06-01T02:18:00Z,343,76 70 19 26 10 50 21 58 55 56 59 27 69 77 39 8 74 25 63 28,tails,minor,1
2023-06-01T02:21:00Z,344,13 1 41 47 57 10 24 67 2 42 30 37 8 49 54 15 3 75 44 60,evens,minor,3
2023-06-01T02:24:00Z,345,63 65 9 8 43 10 25 16 41 69 28 3 71 30 49 62 54 15 2 78,evens,regular,1
2023-06-01T02:27:00Z,346,50 71 56 46 17 23 39 40 74 7 41 43 33 45 15 16 51 49 80 53,tails,regular,2
2023-06-01T02:30:00Z,347,23 39 18 27 61 12 63 51 7 6 10 36 4 22 46 50 5 66 25 80,heads,regular,1
2023-06-01T02:33:00Z,348,38 60 5 14 17 32 7 78 20 42 21 3 50 33 76 34 4 30 74 29,heads,minor,3
2023-06-01T02:36:00Z,350,31 30 58 16 49 36 51 6 78 5 62 48 80 73 66 79 57 11 71 4,tails,major,1
2023-06-01T02:39:00Z,351,31 45 50 18 33 53 10 1 64 7 15 38 28 24 80 35 37 39 59 79,heads,major,1
2023-06-01T02:42:00Z,352,59 39 25 41 2 48 60 74 33 56 43 71 8 45 68 76 26 22 67 4,tails,regular,3
2023-06-01T02:45:00Z,353,66 33 21 71 62 27 75 67 58 80 24 73 43 31 34 74 47 54 61 63,tails,regular,1
2023-06-01T02:48:00Z,354,13 31 36 59 30 28 22 66 75 1 33 69 53 54 46 15 50 79 43 65,tails,minor,2
2023-06-01T02:51:00Z,355,53 37 21 72 73 8 34 40 55 78 77 33 2 61 48 27 4 31 68 38,heads,regular,2
2023-06-01T02:54:00Z,356,22 19 8 42 58 49 14 39 59 31 68 45 79 38 34 23 21 80 74 56,evens,regular,3
2023-06-01T02:57:00Z,357,25 28 20 32 26 18 71 77 22 27 40 17 49 5 37 31 47 75 55 66,heads,regular,1
2023-06-01T03:00:00Z,359,65 64 33 38 75 71 19 17 4 73 70 47 66 45 59 28 2 9 1 56,tails,regular,10
2023-06-01T03:03:00Z,360,57 78 64 73 30 54 70 17 15 34 43 9 8 72 25 12 79 50 13 40,evens,regular,2
2023-06-01T03:06:00Z,361,39 49 70 18 34 50 74 25 64 54 5 57 27 29 42 38 67 15 69 24,evens,minor,3
2023-06-01T03:09:00Z,362,45 42 25 39 63 19 64 4 56 7 68 57 75 10 8 2 44 53 77 43,tails,regular,2
2023-06-01T03:12:00Z,363,59 41 18 60 35 7 22 79 45 73 20 8 23 21 80 32 3 2 38 10,heads,minor,1
2023-06-01T03:15:00Z,364,49 75 64 14 66 48 1 2 51 46 69 19 74 26 38 22 12 36 34 62,evens,minor,1
2023-06-01T03:18:00Z,365,11 19 37 16 69 25 78 29 15 5 47 65 45 10 54 74 31 43 60 38,heads,regular,2
2023-06-01T03:21:00Z,366,45 76 35 57 64 32 48 17 39 11 54 52 80 1 46 7 19 71 34 38,evens,minor,3
2023-06-01T03:24:00Z,368,61 25 8 38 31 19 9 48 66 2 27 35 36 15 16 23 30 39 13 71,heads,regular,3
2023-06-01T03:27:00Z,369,45 69 21 23 77 6 68 80 73 79 75 66 63 47 56 17 49 13 26 5,tails,minor,3
